loan_amount,funded_amount,funded_amount_investors,installment,loan_status,total_payment,total_payment_investors,total_received_principal,total_received_interest,repay_fail
6000,6000,6000,200.5,5,6691.551868,6691.55,6000,691.55,0
3000,3000,3000,98.74,5,3504.181161,3504.18,3000,504.18,0
9500,9500,9450,292.99,5,10546.86636,10491.36,9500,1046.87,0
10000,10000,9975,324.42,5,11359.54166,11331.14,10000,1359.54,0
5500,5500,5500,171.11,5,5568.140028,5568.14,5500,68.14,0
6000,6000,6000,202.81,5,6981.691712,6981.69,6000,981.69,0
13750,13750,13600,304.89,5,18293.34998,18093.79,13750,4543.35,0
15000,15000,14450,486.55,5,16840.29356,16222.84,15000,1840.29,0
2000,2000,2000,68.93,5,2458.83905,2458.84,2000,458.84,0
12000,12000,11800,373.33,5,12721.64001,12509.6,12000,721.64,0
12000,12000,11789.69635,268.34,5,15863.00571,15499.66,12000,3863.01,0
8400,8400,8350,262.77,5,9176.817824,9122.19,8400,776.82,0
24000,24000,23875,809.88,4,29104.91308,28953.32,24000,5104.92,0
6000,6000,5975,194.31,5,6243.938594,6217.92,6000,243.94,0
13000,13000,11525,423.28,5,15161.06573,13440.86,13000,2161.07,0
6000,6000,6000,195.44,5,6105.36,6105.36,6000,105.36,0
5000,5000,4975,125.78,5,6046.322623,6016.09,5000,1046.32,0
14000,14000,14000,497.54,5,16055.97087,16055.97,14000,2055.97,0
3500,3500,3500,80.27,5,4847.948005,4847.95,3500,1317.95,0
4600,4600,4600,140.76,5,5067.550852,5067.55,4600,467.55,0
16000,9875,9850,242.51,5,13662.24971,13627.66,9875,3787.25,0
16000,16000,15975,405.26,5,23624.84,23587.93,16000,7624.84,0
3500,3500,3500,108.06,5,3886.177855,3886.18,3500,386.18,0
6200,6200,6200,201.96,5,7002.6549,7002.65,6200,802.65,0
14000,14000,13950,301.54,1,17739.65,17676.33,13667.61,4072.04,0
5000,5000,1232.66,170.29,4,6130.07054,1493.6,4999.99,1130.08,0
14575,14575,14575,474.76,5,17091.14,17091.14,14575,2516.14,0
11000,11000,11000,287.9,1,16094.96,16094.96,9880.95,6214.01,0
24000,24000,24000,674.51,5,31148.3348,31148.33,24000,7148.33,0
2800,2800,2800,85.22,5,2814.39,2814.39,2800,14.39,0
3500,3500,3500,117.92,5,3680.681721,3680.68,3500,180.68,0
10000,10000,9500,303.27,5,10917.81105,10371.92,10000,917.81,0
15000,15000,14925,522.41,4,17278.17215,17191.78,15000,2278.18,0
15000,15000,14750,469.22,5,15639.32879,15378.7,15000,639.33,0
3000,3000,3000,99.23,5,3557.994256,3557.99,3000,557.99,0
9000,9000,9000,292.91,5,10127.44016,10127.44,9000,1127.44,0
3500,3500,3500,107.69,5,3876.817008,3876.82,3500,376.82,0
1100,1100,1100,26.51,5,1142.11,1142.11,1100,42.11,0
8000,8000,8000,202.85,5,12170.31854,12170.32,8000,4170.32,0
12000,12000,12000,373.33,5,13439.86924,13439.87,12000,1439.87,0
1500,1500,1450,51.58,5,1602.012682,1548.61,1500,102.01,0
2500,2500,2500,57.18,5,2943.102547,2943.1,2500,443.1,0
9000,9000,8979.527406,285.95,5,10281.30795,10256.03,9000,1281.31,0
5600,5600,5450,177.02,5,6372.708589,6202.01,5600,772.71,0
5000,5000,5000,177,5,6410.02087,6410.02,5000,1395.02,0
2100,2100,2100,72.14,5,2580.884607,2580.88,2100,480.88,0
2200,2200,2200,49.71,5,2419.703951,2419.7,2200,219.7,0
5000,5000,4475,158.72,5,5714.329172,5114.32,5000,714.33,0
1800,1800,1800,61.76,5,2223.183484,2223.18,1800,423.18,0
3000,3000,3000,68.62,5,4248.309999,4248.31,3000,1128.31,0
15000,15000,14825,476.58,5,17157.40117,16957.23,15000,2157.4,0
20000,20000,19800,659.37,5,21244.31913,21031.88,20000,1244.32,0
3400,3400,3400,115.96,4,4174.593628,4174.59,3400,774.59,0
7200,7200,7200,141.76,5,8505.229998,8505.23,7200,1305.23,0
7200,7200,7200,172.35,5,10161.04999,10161.05,7200,2961.05,0
6900,6900,6900,151.72,5,8242.699524,8242.7,6900,1342.7,0
11000,11000,9929.144943,371.48,5,13372.87037,11952.2,11000,2372.87,0
11000,11000,11000,365.31,5,13169.42105,13169.42,11000,2151.15,0
5000,5000,2079.300052,167.8,5,6040.64724,2325.65,5000,1040.65,0
6000,6000,981.41,189.08,5,6806.118745,1109.93,6000,806.12,0
15000,15000,14975,389.03,5,19426.58478,19394.21,15000,4426.58,0
3000,3000,2750,96.68,5,3480.265019,3190.24,3000,480.27,0
2500,2500,2359.39,78.78,5,2836.084386,2675.48,2500,336.08,0
3000,3000,3000,99.45,5,3293.594612,3293.59,3000,293.59,0
8000,8000,2492.16,276.86,4,9966.619935,3101.22,7999.99,1966.63,0
16000,16000,15500,500.5,5,18018.76708,17455.68,16000,2018.77,0
8000,8000,8000,248.82,5,8955.417224,8955.42,8000,955.42,0
10000,10000,10000,325.45,5,11674.7247,11674.72,10000,1674.72,0
15000,15000,14750,491.01,5,16428.08342,16154.28,15000,1428.08,0
12000,12000,12000,368.45,5,12618.48398,12618.48,12000,618.48,0
1500,1500,1500,48.82,5,1757.408136,1757.41,1500,257.41,0
25000,25000,24885.4846,824.29,5,29085.03586,28927.7,25000,4085.04,0
9600,9600,9594.830562,334.23,5,11981.29245,11974.33,9600,2381.29,0
3000,3000,3000,91.26,5,3285.054008,3285.05,3000,285.05,0
6000,6000,6000,203.59,5,6603.524445,6603.52,6000,603.52,0
14000,14000,13675,449.32,5,15590.50242,15228.58,14000,1590.5,0
20000,20000,19739.35205,666,5,23740.71424,23429.83,19999.99,3740.72,0
6000,6000,5363.38,194.71,5,7024.544933,6263.33,6000,1009.54,0
7500,7500,7450,238.29,5,8578.684827,8521.49,7500,1078.69,0
6000,6000,6000,148.54,5,8911.970011,8911.97,6000,2911.97,0
7000,7000,7000,212.93,5,7665.159323,7665.16,7000,665.16,0
15000,15000,14800,491.94,5,16239.1275,16022.61,15000,1239.13,0
15000,15000,15000,484.01,5,17420.26909,17420.27,15000,2420.27,0
7500,4000,314.9476136,135.84,4,4890.162952,322.88,3999.99,890.17,0
4500,4500,4500,138.79,5,4996.136795,4996.14,4500,496.14,0
1000,1000,1000,33.94,5,1217.70623,1217.71,1000,217.71,0
9825,9825,9825,307.43,5,11067.34828,11067.35,9825,1242.35,0
10000,10000,9750.637682,301.6,5,10435.07312,10174.96,10000,435.07,0
8600,8600,8350,268.15,5,9653.233927,9372.62,8600,1053.23,0
2500,2500,2500,56.49,1,3043.96,3043.96,2169.56,874.4,0
6000,6000,6000,187.75,5,6511.450105,6511.45,6000,511.45,0
6000,6000,6000,127.22,1,7123.76,7123.76,5501.32,1622.44,0
15800,15800,14267.68817,312.19,5,16572.35703,14873,15800,772.36,0
8000,8000,8000,270.17,5,9725.687175,9725.69,7999.99,1725.7,0
10400,10400,9400,323.54,5,11647.69631,10527.73,10400,1247.7,0
10000,10000,9950,339.89,5,12236.67459,12175.49,10000,2236.67,0
4375,4375,4350,146.76,5,4788.468094,4761.11,4375,413.47,0
8000,8000,8000,243.34,5,8514.594196,8514.59,8000,514.59,0
8000,8000,8000,248.89,5,8904.980617,8904.98,8000,904.98,0
14500,14500,14475,449.65,5,15280.96893,15254.62,14500,780.97,0
5000,5000,5000,156.48,5,5633.049926,5633.05,5000,633.05,0
18000,18000,17950,625.75,5,21848.80846,21788.12,18000,3848.81,0
2000,2000,2000,61.75,5,2219.251451,2219.25,2000,219.25,0
16000,16000,15925,378.88,5,20633.54085,20536.82,16000,4633.54,0
8800,8800,8625,278.17,5,9496.291931,9307.44,8800,696.29,0
35000,35000,35000,1252.56,5,45091.86294,45091.86,35000,10091.86,0
15000,15000,15000,376.76,5,21571.19003,21571.19,15000,6571.19,0
10000,10000,9500,320.9,5,11552.29004,10974.68,10000,1552.29,0
6000,6000,5975,120.2,5,6675.825547,6648.01,6000,675.83,0
20000,20000,19950,461.34,5,24645.06645,24583.45,20000,4645.07,0
24250,24250,24144.60682,803.5,5,28424.63588,28300.04,24250,4174.64,0
9600,9600,9550,297.7,5,10716.98652,10661.17,9600,1116.99,0
25000,17650,17525,410.51,5,23120.22273,22956.48,17650,5470.22,0
14500,14500,14500,453.71,5,14868.00671,14868.01,14500,368.01,0
9000,9000,8950,295.12,5,10609.27601,10550.34,9000,1609.28,0
30000,30000,29725,741.88,5,44381.43988,43974.61,30000,14381.44,0
4000,4000,4000,133.26,5,4507.171237,4507.17,4000,507.17,0
6000,6000,6000,138.99,5,8281.710004,8281.71,6000,2281.71,0
20000,20000,19725,645.25,5,23239.58074,22920.04,20000,3239.58,0
10000,10000,9925,311.1,5,11199.61499,11115.62,10000,1199.61,0
18950,18950,18950,491.89,5,28124.63996,28124.64,18950,9174.64,0
7000,7000,5975,218.97,5,7913.766039,6754.96,7000,883.77,0
24250,24250,23837.92086,533.2,5,32012.81653,31409.27,24250,7762.82,0
10000,10000,10000,304.18,5,10643.52312,10643.52,10000,643.52,0
1800,1800,1494.905513,58.26,5,2121.018937,1744.08,1800,306.02,0
5000,5000,5000,107.18,5,5754.275517,5754.28,5000,754.28,0
15000,15000,15000,507.08,5,15578.52474,15578.52,15000,578.52,0
3400,3400,3400,114.06,5,4105.840001,4105.84,3400,705.84,0
22000,22000,21500,506.11,1,29786.87,29108.32,21456.75,8330.12,0
8875,8875,8875,276.11,5,9713.561012,9713.56,8875,838.56,0
18000,18000,18000,571.56,5,18134.15333,18134.15,18000,134.15,0
6500,6500,6500,165.03,1,9549.54,9549.54,6166.6,3382.94,0
6600,6600,6450,206.83,5,7445.486774,7276.27,6600,845.49,0
9000,9000,8500,281.53,5,10080.849,9520.8,9000,1080.85,0
12000,12000,11500,415.05,5,14853.53938,14234.64,12000,2853.54,0
6000,6000,6000,194.31,5,6754.332977,6754.33,6000,754.33,0
7000,7000,7000,234.82,5,8453.250717,8453.25,7000,1453.25,0
23000,23000,22780.40058,765.9,5,27611.07501,27350.93,23000,4572.78,0
3000,3000,3000,102.42,4,3443.178792,3443.18,3000,413.18,0
1000,1000,1000,32.1,5,1155.480599,1155.48,1000,155.48,0
12300,12300,12300,377.66,5,13383.20905,13383.21,12300,1083.21,0
15000,15000,14950,318.64,5,15370.17159,15318.93,15000,370.17,0
7800,7800,7700,259.86,5,9355.413664,9235.47,7800,1555.41,0
5000,5000,4975,155.56,5,5120.585637,5094.98,5000,120.59,0
9000,9000,9000,296.75,5,10682.62629,10682.63,9000,1682.63,0
10000,10000,9975,237.01,5,13969.58639,13934.66,10000,3969.59,0
15000,15000,6440.545271,511.14,4,18394.89118,7225.14,15000,3394.89,0
10000,10000,10000,324.42,5,11072.00691,11072.01,10000,1072.01,0
2400,2400,2400,77.34,5,2632.962497,2632.96,2400,232.96,0
15000,15000,15000,389.03,5,18681.68287,18681.68,15000,3681.68,0
8000,8000,8000,279.57,5,10064.76264,10064.76,8000,2064.76,0
6000,6000,6000,186.06,5,6598.790004,6598.79,6000,598.79,0
6000,6000,6000,195.73,4,7046.08244,7046.08,6000,1046.08,0
14000,14000,13775,289.94,1,15878.39,15622.37,12533.8,3344.59,0
2000,2000,2000,62.23,5,2240.054731,2240.05,2000,240.05,0
2000,2000,2000,66.16,5,2381.415079,2381.42,2000,381.42,0
9500,9500,9500,214.61,5,12891.38998,12891.39,9500,3376.39,0
9400,6700,6700,206.61,5,7437.76427,7437.76,6700,737.76,0
15000,15000,14975,326.96,5,16801.57189,16773.57,15000,1801.57,0
30000,30000,29975,702.26,5,38965.35368,38932.88,30000,8965.35,0
15000,15000,14750.34447,514.27,5,18514.25648,18162.13,15000,3514.26,0
20000,20000,19546.76819,659.37,5,23737.27458,23186.74,20000,3737.27,0
6000,6000,6000,203.41,5,7323.111055,7323.11,6000,1323.11,0
7500,7500,7475,254.92,5,9177.21068,9146.62,7500,1677.21,0
5000,5000,4939.210353,162.8,5,5861.271519,5783.19,5000,861.27,0
15200,15200,15175,363.85,5,21540.96996,21505.54,15200,6340.97,0
6400,6400,6362.017831,208.39,5,7387.15576,7342.13,6400,987.16,0
5050,5050,5050,166.51,5,5280.359338,5280.36,5050,230.36,0
21000,21000,20988.92386,720.43,5,25935.7224,25920.42,21000,4935.72,0
8400,8400,7640.492284,260.49,5,9377.556898,8447.26,8400,977.56,0
9000,9000,8975,281.62,5,10139.36,10111.2,9000,1139.36,0
18225,18225,18200,481.94,5,25582.75521,25547.66,18225,7357.76,0
15000,15000,14950,517.93,5,18646.23574,18584.08,15000,3646.24,0
15000,15000,15000,522.23,5,17885.54716,17885.55,15000,2870.55,0
8300,8300,8300,259.64,5,9347.08241,9347.08,8300,1047.08,0
4200,4200,4200,144.1,5,5040.734259,5040.73,4200,840.73,0
2000,2000,0,69.78,4,2255.394985,0,2000,255.39,0
8000,8000,8000,250.33,5,8966.368838,8966.37,8000,966.37,0
9600,9600,8411.878124,208.68,5,11554.55865,9611.84,9600,1954.56,0
30000,30000,30000,723.98,5,43440.47055,43440.47,30000,13440.47,0
3000,3000,3000,65.22,5,3912.588585,3912.59,3000,912.59,0
7000,7000,6525,215.89,5,7771.789913,7244.42,7000,771.79,0
9600,9600,9600,220.55,5,11092.3729,11092.37,9600,1492.37,0
6200,6200,5200,193.94,5,6969.601101,5845.47,6200,769.6,0
22750,22750,22612.20726,540.15,5,32409.15,32121.87,22750,9659.15,0
4800,4800,4800,164.45,5,5920.165493,5920.17,4800,1120.17,0
12000,12000,11975,392.81,5,14044.34667,14015.09,12000,2044.35,0
16000,16000,16000,388.75,5,19796.08886,19796.09,16000,3796.09,0
20000,12475,12150,265,5,15579.24161,15173.37,12475,3104.24,0
3900,3900,3900,129.52,5,4215.88,4215.88,3900,315.88,0
20000,20000,20000,620.2,5,20983.02275,20983.02,20000,983.02,0
1800,1800,1800,59.54,5,2143.31,2143.31,1800,343.31,0
